 Time        Air_Temp    MachNo_N    IAS         TAS         Press_Alt   Pot_Temp_T1 Pitot_Wing  CABIN_PRES  STATIC_PR   DEWPT       MixingRatio DewPoint    FrostPoint  POS_Roll    POS_Pitch   POS_Head    POSZ_Acc    POS_Lat     POS_Lon     POS_Alt     POS_Spd     POS_Trk     Alpha       Beta        VERT_VEL    Wind_Z      Wind_M      Wind_D      TURB        King_LWC_ad Nev_TWC     Nev_LWCcor  CDP_Conc    CDP_LWC     CDP_MenD    CDP_VolDia  CDP_EffRad  2-DC_Conc   2-DC_MenD   2-DC_VolDia 2-DC_EffRad IceMSOFreq  CPCConc     TSG_Date   
 second      degC        None        m/s         m/s         m           decK        hPa         hPa         hPa         degC        ppmw        C           C           degrees     degrees     degrees     MPsec2      degrees     degrees     m           MPsec       degrees     degrees     degrees     MPsec       MPsec       MPsec       degrees     cm^2/3*s^-1 g/m^3       g/m^3       g/m^3       #/cm^3      g/m^3       um          um          um          #/cm^3      um          um          um          Hz          #/cm^3      stamp      
  58875.2000     29.5270      0.0417     13.9964     14.5548    239.9196    304.0115      1.4048    988.9042    984.7286     29.8513  14054.9341     18.5824     18.5824 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      0.9354 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58876.2000     29.5205      0.0426     14.2719     14.8410    239.7475    304.0031      1.4218    988.9664    984.7489     29.6946  13629.8719     18.1010     18.1010 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.0130 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58877.2000     29.5302      0.0421     14.1161     14.6794    239.9196    304.0147      1.4285    988.9732    984.7286     28.5156  13695.4505     18.1757     18.1757 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.0517 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58878.2000     29.5373      0.0414     13.8671     14.4203    239.6077    304.0186      1.4040    989.0017    984.7653     27.1682  13409.9667     17.8531     17.8531 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.1906 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58879.2000     29.5393      0.0419     14.0552     14.6162    239.8443    304.0231      1.4318    988.9261    984.7375     25.7974  13437.6200     17.8818     17.8818 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.2369 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58880.2000     29.5399      0.0408     13.6845     14.2309    240.0594    304.0259      1.4459    988.9093    984.7122     24.4573  13323.4439     17.7492     17.7492 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.4079 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58881.2000     29.5457      0.0409     13.7260     14.2743    240.1132    304.0323      1.4192    988.8656    984.7059     23.1575  13347.1297     17.7760     17.7760 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.4279 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58882.2000     29.5423      0.0422     14.1683     14.7339    239.9304    304.0269      1.4185    988.8689    984.7274     21.8721  13237.0389     17.6447     17.6447 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.4454 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58883.2000     29.5475      0.0424     14.2346     14.8034    240.3069    304.0361      1.4370    988.8908    984.6831     20.8433  13180.7517     17.5820     17.5820 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.4320 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58884.2000     29.5279      0.0423     14.1938     14.7602    240.0487    304.0137      1.4185    988.8925    984.7135     20.5317  13282.1565     17.7044     17.7044 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.4017 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58885.2000     29.5314      0.0427     14.3093     14.8804    239.9089    304.0158      1.4311    988.8975    984.7299     20.6204  13286.9599     17.7126     17.7126 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.3699 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58886.2000     29.5328      0.0419     14.0388     14.5992    240.0379    304.0185      1.4267    988.8908    984.7147     20.8494  13260.7849     17.6837     17.6837 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.3101 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58887.2000     29.5334      0.0423     14.1758     14.7417    240.1240    304.0200      1.4118    988.8538    984.7046     21.3496  13377.9779     17.8204     17.8204 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.2712 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58888.2000     29.5478      0.0420     14.0971     14.6600    239.8658    304.0318      1.4155    988.8807    984.7350     21.4671  13390.1404     17.8327     17.8327 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.1351 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58889.2000     29.5542      0.0419     14.0541     14.6158    240.2961    304.0427      1.4211    988.8555    984.6844     21.4109  13364.9264     17.8043     17.8043 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.1142 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58890.2000     29.5643      0.0418     14.0309     14.5917    240.0594    304.0504      1.4293    988.8387    984.7122     21.6321  13415.3942     17.8620     17.8620 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      0.9214 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58891.2000     29.5716      0.0422     14.1564     14.7227    240.3499    304.0608      1.4233    988.8286    984.6781     21.4961  13430.4279     17.8802     17.8802 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      0.9132 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.6000      110601
  58892.2000     29.5856      0.0421     14.1065     14.6711    240.3606    304.0749      1.4222    988.8387    984.6768     21.4387  13467.0084     17.9235     17.9235 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      0.9215 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58893.2000     29.5967      0.0420     14.0766     14.6402    240.1885    304.0843      1.4337    988.8790    984.6970     21.4641  13300.3951     17.7308     17.7308 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.0272 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58894.2000     29.6081      0.0420     14.0978     14.6627    240.4360    304.0983      1.4137    988.8370    984.6680     21.4705  13439.2937     17.8897     17.8897 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.0784 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58895.2000     29.6147      0.0420     14.0837     14.6480    240.2101    304.1026      1.4114    988.8168    984.6945     21.4446  13545.1232     18.0125     18.0125 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.1174 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58896.2000     29.6243      0.0420     14.0802     14.6446    240.1778    304.1119      1.4552    988.8538    984.6983     21.7595  13456.4526     17.9113     17.9113 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.3409 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58897.2000     29.6250      0.0416     13.9454     14.5045    240.2961    304.1138      1.4526    988.8118    984.6844     21.6853  13425.8670     17.8733     17.8733 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.5421 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58898.2000     29.6400      0.0420     14.0801     14.6449    240.1993    304.1279      1.4248    988.8320    984.6958     21.7473  13592.2380     18.0657     18.0657 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.5933 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58899.2000     29.6418      0.0421     14.1258     14.6927    240.4575    304.1324      1.3662    988.8320    984.6654     21.8220  13679.1773     18.1668     18.1668 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.7104 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58900.2000     29.6493      0.0422     14.1420     14.7097    240.4790    304.1402      1.3509    988.7613    984.6629     21.7432  13675.5854     18.1627     18.1627 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.7669 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58901.2000     29.6564      0.0421     14.1188     14.6858    240.5113    304.1476      1.4051    988.8051    984.6591     21.7930  13644.9639     18.1252     18.1252 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.9540 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58902.2000     29.6548      0.0423     14.1685     14.7376    240.7264    304.1483      1.3695    988.8269    984.6338     21.7837  13489.6656     17.9496     17.9496 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.0776 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58903.2000     29.6681      0.0419     14.0624     14.6274    240.5543    304.1598      1.4070    988.8420    984.6541     21.7532  13711.2443     18.2075     18.2075 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.1031 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58904.2000     29.6679      0.0417     13.9724     14.5337    240.3714    304.1577      1.4081    988.8286    984.6756     21.7622  13675.1184     18.1630     18.1630 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.0841 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.6000      110601
  58905.2000     29.6699      0.0423     14.1765     14.7462    240.6296    304.1624      1.3855    988.8185    984.6452     21.7375  13732.7592     18.2311     18.2311 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.1358 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58906.2000     29.6796      0.0421     14.1122     14.6795    240.5650    304.1714      1.3951    988.7849    984.6528     21.6660  13840.3023     18.3493     18.3493 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.0830 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58907.2000     29.6832      0.0422     14.1416     14.7104    240.7802    304.1773      1.3680    988.7916    984.6275     21.6548  13760.1410     18.2587     18.2587 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.0429 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58908.2000     29.6823      0.0420     14.1005     14.6675    240.5865    304.1744      1.4037    988.7899    984.6503     21.6785  13749.8178     18.2496     18.2496 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.0521 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58909.2000     29.6909      0.0419     14.0670     14.6330    240.7479    304.1847      1.4085    988.7849    984.6313     21.6059  13846.1654     18.3575     18.3575 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      1.9533 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
  58910.2000     29.6942      0.0421     14.1285     14.6969    240.7156    304.1877      1.4460    988.7328    984.6351     21.5930  13851.0273     18.3648     18.3648 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.1003 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39980      0.0000      110601
  58911.2000     29.7008      0.0422     14.1395     14.7087    240.8555    304.1958      1.4278    988.7008    984.6187     21.7388  13765.0452     18.2643     18.2643 999.9999999 999.9999999 999.9999999 999999.9999 999.9999999 9999.999999 99999.99999 99999.99999 999.9999999 999999.9999 999999.9999      0.0000 999999.9999 999999.9999 999999.9999      2.2838 999999.9999 999999.9999 999999.9999    0.000000    0.000000 9999.999999 9999.999999 9999.999999    0.000000 9999.999999 9999.999999 9999.999999       39990      0.0000      110601
